card_id,url_front_preprocessed,url_back_preprocessed,price_radar.suggested
S07529-09-00020-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00020-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00020-11_back_preprocessed.png,13.69
S07529-09-00021-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00021-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00021-11_back_preprocessed.png,13.69
S07529-09-00026-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00026-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00026-11_back_preprocessed.png,5.35
S07529-09-00028-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00028-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00028-11_back_preprocessed.png,5.28
S07529-09-00029-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00029-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00029-11_back_preprocessed.png,8.74
S07529-09-00033-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00033-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00033-11_back_preprocessed.png,17
S07529-09-00034-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00034-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00034-11_back_preprocessed.png,0
S07529-09-00037-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00037-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00037-11_back_preprocessed.png,22.28
S07529-09-00038-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00038-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00038-11_back_preprocessed.png,22.28
S07529-09-00039-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00039-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00039-11_back_preprocessed.png,22.28
S07529-09-00040-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00040-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00040-11_back_preprocessed.png,42.54
S07529-09-00041-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00041-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00041-11_back_preprocessed.png,42.54
S07529-09-00043-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00043-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00043-11_back_preprocessed.png,10.35
S07529-09-00045-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00045-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00045-11_back_preprocessed.png,20.13
S07529-09-00042-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00042-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00042-11_back_preprocessed.png,10.35
S07529-09-00048-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00048-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00048-11_back_preprocessed.png,9.01
S07529-09-00046-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00046-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00046-11_back_preprocessed.png,20.13
S07529-09-00049-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00049-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00049-11_back_preprocessed.png,9.01
S07529-09-00050-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00050-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00050-11_back_preprocessed.png,27.55
S07529-09-00051-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00051-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00051-11_back_preprocessed.png,27.55
S07529-09-00052-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00052-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00052-11_back_preprocessed.png,27.55
S07529-09-00053-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00053-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00053-11_back_preprocessed.png,11.02
S07529-09-00054-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00054-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00054-11_back_preprocessed.png,7.51
S07529-09-00061-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00061-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00061-11_back_preprocessed.png,16.22
S07529-09-00081-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00081-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00081-11_back_preprocessed.png,0
S07529-09-00057-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00057-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00057-11_back_preprocessed.png,28.25
S07529-09-00082-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00082-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00082-11_back_preprocessed.png,6.78
S07529-09-00055-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00055-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00055-11_back_preprocessed.png,7.51
S07529-09-00085-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00085-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00085-11_back_preprocessed.png,62.24
S07529-09-00100-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00100-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00100-11_back_preprocessed.png,17.2
S07529-09-00056-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00056-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00056-11_back_preprocessed.png,17.71
S07529-09-00058-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00058-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00058-11_back_preprocessed.png,10.18
S07529-09-00059-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00059-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00059-11_back_preprocessed.png,32.12
S07529-09-00060-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00060-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00060-11_back_preprocessed.png,38.61
S07529-09-00062-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00062-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00062-11_back_preprocessed.png,3.43
S07529-09-00063-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00063-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00063-11_back_preprocessed.png,6.9
S07529-09-00064-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00064-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00064-11_back_preprocessed.png,0
S07529-09-00065-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00065-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00065-11_back_preprocessed.png,0
S07529-09-00066-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00066-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00066-11_back_preprocessed.png,
S07529-09-00067-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00067-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00067-11_back_preprocessed.png,0
S07529-09-00068-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00068-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00068-11_back_preprocessed.png,0
S07529-09-00069-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00069-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00069-11_back_preprocessed.png,16.41
S07529-09-00071-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00071-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00071-11_back_preprocessed.png,8.88
S07529-09-00070-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00070-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00070-11_back_preprocessed.png,0
S07529-09-00072-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00072-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00072-11_back_preprocessed.png,8.88
S07529-09-00073-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00073-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00073-11_back_preprocessed.png,10.25
S07529-09-00074-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00074-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00074-11_back_preprocessed.png,75.61
S07529-09-00075-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00075-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00075-11_back_preprocessed.png,75.61
S07529-09-00076-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00076-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00076-11_back_preprocessed.png,8.35
S07529-09-00077-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00077-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00077-11_back_preprocessed.png,121.26
S07529-09-00078-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00078-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00078-11_back_preprocessed.png,12.64
S07529-09-00079-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00079-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00079-11_back_preprocessed.png,12.64
S07529-09-00080-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00080-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00080-11_back_preprocessed.png,12.64
S07529-09-00083-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00083-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00083-11_back_preprocessed.png,0
S07529-09-00084-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00084-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00084-11_back_preprocessed.png,62.24
S07529-09-00087-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00087-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00087-11_back_preprocessed.png,9.97
S07529-09-00086-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00086-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00086-11_back_preprocessed.png,62.24
S07529-09-00088-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00088-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00088-11_back_preprocessed.png,6.54
S07529-09-00089-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00089-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00089-11_back_preprocessed.png,5.23
S07529-09-00090-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00090-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00090-11_back_preprocessed.png,10.7
S07529-09-00092-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00092-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00092-11_back_preprocessed.png,10.05
S07529-09-00091-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00091-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00091-11_back_preprocessed.png,26.84
S07529-09-00093-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00093-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00093-11_back_preprocessed.png,10.05
S07529-09-00095-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00095-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00095-11_back_preprocessed.png,12.69
S07529-09-00094-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00094-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00094-11_back_preprocessed.png,4.71
S07529-09-00096-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00096-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00096-11_back_preprocessed.png,12.69
S07529-09-00097-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00097-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00097-11_back_preprocessed.png,12.69
S07529-09-00098-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00098-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00098-11_back_preprocessed.png,12.69
S07529-09-00099-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00099-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00099-11_back_preprocessed.png,12.69
S07529-09-00101-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00101-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00101-11_back_preprocessed.png,16.99
S07529-09-00102-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00102-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00102-11_back_preprocessed.png,16.99
S07529-09-00104-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00104-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00104-11_back_preprocessed.png,16.99
S07529-09-00103-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00103-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00103-11_back_preprocessed.png,16.99
S07529-09-00105-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00105-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00105-11_back_preprocessed.png,16.99
S07529-09-00106-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00106-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00106-11_back_preprocessed.png,16.99
S07529-09-00107-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00107-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00107-11_back_preprocessed.png,16.99
S07529-09-00108-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00108-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00108-11_back_preprocessed.png,16.99
S07529-09-00109-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00109-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00109-11_back_preprocessed.png,16.99
S07529-09-00114-11,https://ocs-verifai-public-images.s3.amazonaws.com/images/S07529-09-00114-11_front_preprocessed.png,https://ocs-verifai-public-images.s3.amazonaws.com/images/S07529-09-00114-11_back_preprocessed.png,73.09
S07529-09-00116-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00116-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00116-11_back_preprocessed.png,0
S07529-09-00115-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00115-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00115-11_back_preprocessed.png,0
S07529-09-00117-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00117-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00117-11_back_preprocessed.png,0
S07529-09-00118-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00118-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00118-11_back_preprocessed.png,32.21
S07529-09-00119-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00119-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00119-11_back_preprocessed.png,78.57
S07529-09-00120-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00120-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00120-11_back_preprocessed.png,78.57
S07529-09-00121-11,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00121-11_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00121-11_back_preprocessed.png,78.57
S07529-09-00173-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00173-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00173-10_back_preprocessed.png,27.7
S07529-09-00176-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00176-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00176-10_back_preprocessed.png,27.7
S07529-09-00181-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00181-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00181-10_back_preprocessed.png,20.25
S07529-09-00199-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00199-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00199-10_back_preprocessed.png,7.24
S07529-09-00200-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00200-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00200-10_back_preprocessed.png,12.24
S07529-09-00217-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00217-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00217-10_back_preprocessed.png,75.61
S07529-09-00216-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00216-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00216-10_back_preprocessed.png,75.61
S07529-09-00220-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00220-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00220-10_back_preprocessed.png,16.87
S07529-09-00223-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00223-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00223-10_back_preprocessed.png,12.89
S07529-09-00225-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00225-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00225-10_back_preprocessed.png,9.39
S07529-09-00163-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00163-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00163-10_back_preprocessed.png,9.44
S07529-09-00167-10,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00167-10_front_preprocessed.png,https://ocs-production-public-images.s3.amazonaws.com/images/S07529-09-00167-10_back_preprocessed.png,27.7
